     0		     1		     2		     3		     4		     5		     6		     7		     8		     9		    10		    11		    12		    13		    14		    15		    16		    17		    18		    19		    20		    21		    22		    23		    24		    25		    26		    27		    28		    29		    30		    31		    32		    33		    34		    35		
0.137758	0.052427	0.236588	0.185543	0.133753	0.085130	0.147613	0.149581	0.050450	0.124816	0.171458	0.194424	0.128049	0.214774	0.062849	0.242271	0.245279	0.176533	0.241501	0.155614	0.200234	0.181180	0.086820	0.147397	0.059927	0.234477	0.191245	0.173669	0.238531	0.054866	0.217317	0.126688	0.057292	0.204305	0.062631	0.141045	
0.187482	0.102322	0.286114	0.235172	0.183485	0.134959	0.197318	0.199282	0.100349	0.174567	0.221115	0.244035	0.177793	0.264344	0.112723	0.291787	0.294789	0.226180	0.291018	0.205303	0.249834	0.230817	0.136647	0.197102	0.109807	0.284008	0.240863	0.223322	0.288053	0.104756	0.266882	0.176435	0.107178	0.253896	0.112506	0.190763	
0.237107	0.152117	0.335542	0.284702	0.233118	0.184689	0.246923	0.248883	0.150148	0.224218	0.270672	0.293547	0.227437	0.313815	0.162497	0.341203	0.344199	0.275728	0.340436	0.254892	0.299334	0.280356	0.186373	0.246708	0.159587	0.333440	0.290381	0.272875	0.337477	0.154546	0.316349	0.226082	0.156963	0.303388	0.162281	0.240382	
0.286633	0.201813	0.384871	0.334132	0.282652	0.234320	0.296429	0.298386	0.199848	0.273769	0.320131	0.342960	0.276982	0.363188	0.212172	0.390521	0.393511	0.325176	0.389756	0.304383	0.348736	0.329795	0.236001	0.296214	0.209268	0.382773	0.339800	0.322329	0.386802	0.204237	0.365716	0.275630	0.206649	0.352781	0.211956	0.289901	
0.336060	0.251409	0.434101	0.383464	0.332087	0.283851	0.345837	0.347789	0.249448	0.323222	0.369491	0.392274	0.326428	0.412461	0.261748	0.439740	0.442724	0.374526	0.438976	0.353774	0.398038	0.379135	0.285529	0.345622	0.258850	0.432007	0.389120	0.371685	0.436029	0.253829	0.414985	0.325078	0.256236	0.402076	0.261532	0.339321	
0.385387	0.300906	0.483233	0.432697	0.381423	0.333284	0.395145	0.397093	0.298949	0.372575	0.418752	0.441489	0.375775	0.461637	0.311225	0.488860	0.491838	0.423777	0.488098	0.403066	0.447242	0.428377	0.334958	0.394930	0.308332	0.481143	0.438342	0.420941	0.485157	0.303321	0.464155	0.374428	0.305724	0.451272	0.311009	0.388642	
0.434617	0.350305	0.532267	0.481832	0.430660	0.382617	0.444355	0.446299	0.348351	0.421830	0.467914	0.490606	0.425024	0.510713	0.360602	0.537882	0.540854	0.472930	0.537122	0.452260	0.496348	0.477520	0.384288	0.444141	0.357715	0.530181	0.487465	0.470099	0.534186	0.352715	0.513226	0.423679	0.355112	0.500369	0.360387	0.437865	
0.483747	0.399604	0.581202	0.530868	0.479799	0.431852	0.493466	0.495407	0.397655	0.470986	0.516978	0.539625	0.474174	0.559692	0.409881	0.586807	0.589773	0.521984	0.586048	0.501356	0.545355	0.526565	0.433519	0.493252	0.407000	0.579121	0.536491	0.519159	0.583118	0.402009	0.562200	0.472832	0.404402	0.549368	0.409667	0.486989	
0.532780	0.448805	0.630040	0.579806	0.528839	0.480988	0.542479	0.544416	0.446859	0.520044	0.565944	0.588546	0.523225	0.608572	0.459061	0.635633	0.638593	0.570940	0.634876	0.550353	0.594264	0.575512	0.482652	0.542266	0.456186	0.627963	0.585418	0.568121	0.631952	0.451205	0.611075	0.521886	0.453593	0.598270	0.458847	0.536015	
0.581714	0.497907	0.678780	0.628647	0.577781	0.530026	0.591394	0.593327	0.495966	0.569004	0.614813	0.637369	0.572179	0.657355	0.508143	0.684362	0.687316	0.619798	0.683606	0.599252	0.643076	0.624361	0.531687	0.591181	0.505274	0.676707	0.634247	0.616985	0.680688	0.500303	0.659853	0.570843	0.502686	0.647073	0.507930	0.584943	
0.630551	0.546911	0.727422	0.677389	0.626626	0.578966	0.640211	0.642140	0.544974	0.617866	0.663583	0.686094	0.621035	0.706041	0.557127	0.732993	0.735941	0.668558	0.732239	0.648054	0.691789	0.673112	0.580623	0.639999	0.554263	0.725353	0.682978	0.665751	0.729327	0.549302	0.708534	0.619701	0.551681	0.695779	0.556914	0.633773	
0.679290	0.595818	0.775967	0.726035	0.675372	0.627808	0.688931	0.690856	0.593884	0.666631	0.712256	0.734722	0.669792	0.754629	0.606012	0.781527	0.784469	0.717221	0.780774	0.696758	0.740406	0.721766	0.629462	0.688719	0.603155	0.773902	0.731612	0.714419	0.777868	0.598203	0.757116	0.668461	0.600577	0.744387	0.605800	0.682506	
0.727931	0.644626	0.824415	0.774583	0.724022	0.676553	0.737553	0.739474	0.642696	0.715297	0.760831	0.783252	0.718453	0.803119	0.654800	0.829964	0.832901	0.765787	0.829213	0.745364	0.788925	0.770323	0.678203	0.737341	0.651948	0.822355	0.780149	0.762990	0.826312	0.647007	0.805602	0.717125	0.649376	0.792899	0.654588	0.731141	
0.776475	0.693337	0.872766	0.823033	0.772574	0.725200	0.786078	0.787995	0.691411	0.763867	0.809310	0.831686	0.767016	0.851513	0.703491	0.878304	0.881235	0.814255	0.877554	0.793873	0.837347	0.818782	0.726847	0.785867	0.700644	0.870710	0.828589	0.811464	0.874660	0.695713	0.853991	0.765690	0.698077	0.841313	0.703279	0.779679	
0.824922	0.741950	0.921021	0.871387	0.821029	0.773749	0.834506	0.836419	0.740028	0.812339	0.857691	0.880022	0.815482	0.899810	0.752084	0.926547	0.929472	0.862627	0.925799	0.842286	0.885672	0.867144	0.775393	0.834295	0.749243	0.918969	0.876932	0.859841	0.922910	0.744322	0.902283	0.814159	0.746681	0.889630	0.751873	0.828119	
0.873273	0.790466	0.969179	0.919645	0.869386	0.822202	0.882837	0.884746	0.788548	0.860714	0.905976	0.928262	0.863851	0.948010	0.800580	0.974694	0.977613	0.910901	0.973947	0.890601	0.933901	0.915410	0.823842	0.882626	0.797745	0.967131	0.925178	0.908122	0.971064	0.792833	0.950478	0.862531	0.795188	0.937851	0.800369	0.876463	
1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.048000	
0.050000	0.050000	0.050000	0.050000	0.050000	0.050000	0.050000	0.050000	0.050000	0.050000	0.050000	0.050000	0.050000	0.050000	0.050000	0.050000	0.050000	0.050000	0.050000	0.050000	0.050000	0.050000	0.050000	0.050000	0.050000	0.050000	0.050000	0.050000	0.050000	0.050000	0.050000	0.050000	0.050000	0.050000	0.050000	0.050000	
0.099900	0.099900	0.099900	0.099900	0.099900	0.099900	0.099900	0.099900	0.099900	0.099900	0.099900	0.099900	0.099900	0.099900	0.099900	0.099900	0.099900	0.099900	0.099900	0.099900	0.099900	0.099900	0.099900	0.099900	0.099900	0.099900	0.099900	0.099900	0.099900	0.099900	0.099900	0.099900	0.099900	0.099900	0.099900	0.099900	
0.149700	0.149700	0.149700	0.149700	0.149700	0.149700	0.149700	0.149700	0.149700	0.149700	0.149700	0.149700	0.149700	0.149700	0.149700	0.149700	0.149700	0.149700	0.149700	0.149700	0.149700	0.149700	0.149700	0.149700	0.149700	0.149700	0.149700	0.149700	0.149700	0.149700	0.149700	0.149700	0.149700	0.149700	0.149700	0.149700	
0.199401	0.199401	0.199401	0.199401	0.199401	0.199401	0.199401	0.199401	0.199401	0.199401	0.199401	0.199401	0.199401	0.199401	0.199401	0.199401	0.199401	0.199401	0.199401	0.199401	0.199401	0.199401	0.199401	0.199401	0.199401	0.199401	0.199401	0.199401	0.199401	0.199401	0.199401	0.199401	0.199401	0.199401	0.199401	0.199401	
0.249002	0.249002	0.249002	0.249002	0.249002	0.249002	0.249002	0.249002	0.249002	0.249002	0.249002	0.249002	0.249002	0.249002	0.249002	0.249002	0.249002	0.249002	0.249002	0.249002	0.249002	0.249002	0.249002	0.249002	0.249002	0.249002	0.249002	0.249002	0.249002	0.249002	0.249002	0.249002	0.249002	0.249002	0.249002	0.249002	
0.298504	0.298504	0.298504	0.298504	0.298504	0.298504	0.298504	0.298504	0.298504	0.298504	0.298504	0.298504	0.298504	0.298504	0.298504	0.298504	0.298504	0.298504	0.298504	0.298504	0.298504	0.298504	0.298504	0.298504	0.298504	0.298504	0.298504	0.298504	0.298504	0.298504	0.298504	0.298504	0.298504	0.298504	0.298504	0.298504	
0.347907	0.347907	0.347907	0.347907	0.347907	0.347907	0.347907	0.347907	0.347907	0.347907	0.347907	0.347907	0.347907	0.347907	0.347907	0.347907	0.347907	0.347907	0.347907	0.347907	0.347907	0.347907	0.347907	0.347907	0.347907	0.347907	0.347907	0.347907	0.347907	0.347907	0.347907	0.347907	0.347907	0.347907	0.347907	0.347907	
0.397211	0.397211	0.397211	0.397211	0.397211	0.397211	0.397211	0.397211	0.397211	0.397211	0.397211	0.397211	0.397211	0.397211	0.397211	0.397211	0.397211	0.397211	0.397211	0.397211	0.397211	0.397211	0.397211	0.397211	0.397211	0.397211	0.397211	0.397211	0.397211	0.397211	0.397211	0.397211	0.397211	0.397211	0.397211	0.397211	
0.446417	0.446417	0.446417	0.446417	0.446417	0.446417	0.446417	0.446417	0.446417	0.446417	0.446417	0.446417	0.446417	0.446417	0.446417	0.446417	0.446417	0.446417	0.446417	0.446417	0.446417	0.446417	0.446417	0.446417	0.446417	0.446417	0.446417	0.446417	0.446417	0.446417	0.446417	0.446417	0.446417	0.446417	0.446417	0.446417	
0.495524	0.495524	0.495524	0.495524	0.495524	0.495524	0.495524	0.495524	0.495524	0.495524	0.495524	0.495524	0.495524	0.495524	0.495524	0.495524	0.495524	0.495524	0.495524	0.495524	0.495524	0.495524	0.495524	0.495524	0.495524	0.495524	0.495524	0.495524	0.495524	0.495524	0.495524	0.495524	0.495524	0.495524	0.495524	0.495524	
0.544533	0.544533	0.544533	0.544533	0.544533	0.544533	0.544533	0.544533	0.544533	0.544533	0.544533	0.544533	0.544533	0.544533	0.544533	0.544533	0.544533	0.544533	0.544533	0.544533	0.544533	0.544533	0.544533	0.544533	0.544533	0.544533	0.544533	0.544533	0.544533	0.544533	0.544533	0.544533	0.544533	0.544533	0.544533	0.544533	
