     0		     1		     2		     3		     4		     5		     6		     7		     8		     9		    10		    11		    12		    13		    14		    15		    16		    17		    18		    19		    20		    21		    22		    23		    24		    25		    26		    27		    28		    29		    30		    31		    32		    33		    34		    35		
0.752045	0.081798	0.716805	0.512618	1.047239	0.642490	0.093706	0.756126	0.080183	0.819508	0.289518	0.663597	0.937286	0.189434	0.909266	0.717354	0.435866	0.380707	0.403184	1.046873	0.199364	0.559523	0.055147	0.287477	0.813112	0.203415	0.535065	0.399346	0.457733	0.912860	0.103148	0.929368	0.977947	1.000000	1.031371	0.215232	
0.800541	0.131634	0.765372	0.561593	0.050000	0.691205	0.143519	0.804614	0.130023	0.867869	0.338939	0.712269	0.985412	0.239055	0.957447	0.765919	0.484994	0.429946	0.452378	0.050000	0.248965	0.608404	0.105037	0.336902	0.861486	0.283008	0.613995	0.478547	0.506817	0.961034	0.152942	1.000000	1.025991	0.079940	0.050000	0.264802	
0.848940	0.181371	0.813841	0.610470	0.099900	0.739822	0.223232	0.913005	0.209763	0.946134	0.388261	0.760845	1.033441	0.348517	1.005532	0.844327	0.534024	0.479086	0.531413	0.159780	0.328407	0.687127	0.184827	0.416228	0.909763	0.332442	0.662767	0.527590	0.585804	1.009112	0.202636	0.050000	0.050000	0.129780	0.129840	0.344212	
0.897242	0.231008	0.862213	0.659249	0.149700	0.788342	0.272786	0.961179	0.259343	0.994241	0.437484	0.809323	0.050000	0.397820	0.050000	0.892638	0.582956	0.528128	0.580350	0.209460	0.377750	0.735753	0.234457	0.465396	0.957944	0.381777	0.711442	0.576535	0.634632	0.050000	0.252231	0.099900	0.099900	0.179521	0.179580	0.393524	
0.975447	0.310546	0.970489	0.737930	0.229401	0.836766	0.352240	1.009256	0.368765	1.042253	0.516549	0.857704	0.129840	0.476964	0.159780	0.970793	0.661730	0.577072	0.659190	0.289042	0.426995	0.784281	0.283988	0.514465	1.006028	0.460953	0.760019	0.625382	0.683363	0.099900	0.331666	0.179640	0.149700	0.229162	0.229221	0.442737	
1.023496	0.419865	1.018548	0.816394	0.278942	0.885092	0.431476	0.109880	0.477967	0.109940	0.595516	0.905989	0.179580	0.526010	0.239460	1.018852	0.740347	0.625917	0.707871	0.338463	0.506081	0.862653	0.363360	0.563436	0.050000	0.510031	0.808499	0.674131	0.731996	0.149700	0.381003	0.229281	0.199401	0.278703	0.278763	0.491851	
0.050000	0.469025	0.050000	0.864761	0.328384	0.933322	0.480613	0.159660	0.527011	0.159720	0.644325	0.954177	0.229221	0.574958	0.288982	0.050000	0.788866	0.674666	0.756455	0.387787	0.555069	0.910928	0.412634	0.612309	0.099900	0.559011	0.856882	0.722783	0.780532	0.199401	0.430241	0.278822	0.249002	0.328146	0.328205	0.540867	
0.099900	0.518087	0.099900	0.913032	0.407727	1.000000	0.529651	0.209341	0.575957	0.209401	0.723037	1.002269	0.278763	0.623808	0.338404	0.099900	0.867228	0.753256	0.804943	0.437011	0.603958	0.959106	0.461808	0.661084	0.149700	0.607893	0.905168	0.771337	0.828971	0.249002	0.479381	0.328265	0.298504	0.377489	0.377549	0.589786	
0.149700	0.567051	0.149700	0.961206	0.456912	0.050000	0.578592	0.258922	0.624805	0.258982	0.771591	0.050000	0.328205	0.672561	0.417727	0.179700	0.945494	0.801750	0.853333	0.486137	0.682751	1.007188	0.540825	0.709762	0.199401	0.656678	0.983298	0.849735	0.907253	0.298504	0.528422	0.377608	0.347907	0.426735	0.426794	0.638606	
0.199401	0.615917	0.229401	1.009283	0.535938	0.099900	0.627435	0.308404	0.703496	0.338404	0.849987	0.099900	0.377549	0.721215	0.466891	0.229341	0.993603	0.850146	0.901626	0.565165	0.761385	0.080000	0.589743	0.758343	0.249002	0.735364	1.031331	0.927975	0.955439	0.347907	0.577365	0.456793	0.427151	0.505821	0.475940	0.687329	
