     0		     1		     2		     3		     4		     5		     6		     7		     8		     9		
0.391039	0.852657	0.058537	0.861499	0.115122	0.099909	0.207501	0.320794	0.303386	0.989640	
0.440648	0.901805	0.108478	0.910637	0.165007	0.149809	0.257293	0.370474	0.353082	1.038650	
0.490207	0.950903	0.158370	0.959727	0.214842	0.199659	0.307036	0.420103	0.432699	0.050000	
0.539717	0.999952	0.208211	1.008767	0.294597	0.249459	0.356729	0.469683	0.482267	0.099950	
0.589177	1.048952	0.317943	0.050000	0.344303	0.299210	0.406372	0.519213	0.531784	0.149850	
0.668558	0.050000	0.367625	0.099950	0.393958	0.348911	0.455966	0.568694	0.581252	0.199700	
0.717889	0.099950	0.417257	0.149850	0.443565	0.398562	0.505510	0.618125	0.630671	0.249500	
0.767171	0.149850	0.466840	0.199700	0.493121	0.448163	0.555005	0.667507	0.680041	0.299251	
0.816404	0.199700	0.516373	0.249500	0.542628	0.497715	0.604450	0.716840	0.729361	0.348952	
0.865588	0.249500	0.565857	0.299251	0.592085	0.547217	0.653845	0.766123	0.778631	0.398603	
0.914722	0.299251	0.615291	0.348952	0.641493	0.596670	0.703191	0.815357	0.827853	0.448204	
0.963808	0.348952	0.664676	0.398603	0.690852	0.646074	0.752488	0.864541	0.877025	0.497756	
1.012844	0.428573	0.714011	0.448204	0.740161	0.695427	0.801736	0.913677	0.926148	0.547258	
0.050000	0.478144	0.763297	0.497756	0.789421	0.744732	0.850934	0.962763	0.975221	0.596711	
0.099950	0.527666	0.812534	0.547258	0.838631	0.793987	0.900083	1.011800	1.049000	0.676084	
0.149850	0.577138	0.861721	0.596711	0.887793	0.843193	0.979153	0.050000	0.050000	0.725408	
0.199700	0.626561	0.910860	0.646114	0.936905	0.892350	1.028174	0.129920	0.099950	0.774683	
0.249500	0.675935	0.959949	0.695468	0.985968	0.971428	0.050000	0.179790	0.149850	0.823908	
0.299251	0.725259	1.008989	0.774743	1.034982	1.049000	0.129920	0.229610	0.199700	0.873084	
0.348952	0.804504	0.050000	0.853938	0.050000	0.050000	0.179790	0.279381	0.249500	0.922211	
0.398603	0.853699	0.099950	0.903084	0.099950	0.099950	0.229610	0.329101	0.299251	0.971289	
0.448204	0.902845	0.149850	0.952181	0.149850	0.149850	0.279381	0.378772	0.348952	1.020318	
0.497756	0.951942	0.199700	1.001229	0.229670	0.199700	0.329101	0.428393	0.428573	0.050000	
0.547258	1.000991	0.309440	0.050000	0.279441	0.249500	0.378772	0.477965	0.478144	0.099950	
0.626681	0.050000	0.359131	0.099950	0.329161	0.299251	0.428393	0.527487	0.527666	0.149850	
0.676054	0.099950	0.408772	0.149850	0.378832	0.348952	0.477965	0.576960	0.577138	0.199700	
0.725378	0.149850	0.458363	0.199700	0.428453	0.398603	0.527487	0.626383	0.626561	0.249500	
0.774653	0.199700	0.507905	0.249500	0.478025	0.448204	0.576960	0.675756	0.675935	0.299251	
0.823878	0.249500	0.557397	0.299251	0.527547	0.497756	0.626383	0.725080	0.725259	0.348952	
0.873054	0.299251	0.606839	0.348952	0.577019	0.547258	0.675756	0.774355	0.774534	0.398603	
0.922181	0.348952	0.656233	0.398603	0.626442	0.596711	0.725080	0.823581	0.823759	0.448204	
0.971259	0.398603	0.705576	0.448204	0.675816	0.646114	0.774355	0.872757	0.872935	0.497756	
1.020288	0.478174	0.754871	0.497756	0.725140	0.695468	0.823581	0.921885	0.922062	0.547258	
0.050000	0.527696	0.804116	0.547258	0.774415	0.744773	0.872757	0.970963	0.971140	0.596711	
0.099950	0.577168	0.853312	0.596711	0.823640	0.794028	0.921885	1.019992	1.049000	0.676084	
0.149850	0.626591	0.902459	0.646114	0.872817	0.843234	1.000933	0.079970	0.050000	0.725408	
0.199700	0.675965	0.951556	0.695468	0.921944	0.922361	0.050000	0.129890	0.099950	0.774683	
0.249500	0.725289	1.000605	0.774743	0.971022	0.971438	0.099950	0.179760	0.149850	0.823908	
0.299251	0.804533	0.050000	0.823968	1.020051	1.049000	0.179820	0.229580	0.199700	0.873084	
0.348952	0.853729	0.099950	0.903114	0.050000	0.050000	0.229640	0.279351	0.249500	0.922211	
0.398603	0.902875	0.149850	0.952211	0.099950	0.099950	0.279411	0.329071	0.299251	0.971289	
0.448204	0.951972	0.199700	1.001259	0.179820	0.149850	0.329131	0.378742	0.348952	1.020318	
0.497756	1.001020	0.309440	0.050000	0.229640	0.199700	0.378802	0.428364	0.428573	0.050000	
0.577228	0.050000	0.359131	0.099950	0.279411	0.249500	0.428423	0.477935	0.478144	0.099950	
0.626651	0.099950	0.408772	0.149850	0.329131	0.299251	0.477995	0.527457	0.527666	0.149850	
0.676024	0.149850	0.458363	0.199700	0.378802	0.348952	0.527517	0.576930	0.577138	0.199700	
0.725348	0.199700	0.507905	0.249500	0.428423	0.398603	0.576989	0.626353	0.626561	0.249500	
0.774623	0.249500	0.557397	0.299251	0.477995	0.448204	0.626412	0.675727	0.675935	0.299251	
0.823848	0.299251	0.606839	0.348952	0.527517	0.497756	0.675786	0.725051	0.725259	0.348952	
0.873025	0.348952	0.656233	0.398603	0.576989	0.547258	0.725110	0.774326	0.774534	0.398603	
0.922151	0.398603	0.705576	0.448204	0.626412	0.596711	0.774385	0.823551	0.823759	0.448204	
0.971229	0.448204	0.754871	0.497756	0.675786	0.646114	0.823611	0.872728	0.872935	0.497756	
1.020258	0.527726	0.804116	0.547258	0.725110	0.695468	0.872787	0.921855	0.922062	0.547258	
0.050000	0.577198	0.853312	0.596711	0.774385	0.744773	0.921914	0.970933	0.971140	0.596711	
0.099950	0.626621	0.902459	0.646114	0.823611	0.794028	0.970992	1.019962	1.049000	0.676084	
0.149850	0.675994	0.951556	0.695468	0.872787	0.843234	0.050000	0.050000	0.050000	0.725408	
0.199700	0.725318	1.000605	0.774743	0.921914	0.892391	0.099950	0.099950	0.099950	0.774683	
0.249500	0.804563	0.050000	0.823968	0.970992	0.941498	0.149850	0.149850	0.149850	0.823908	
0.299251	0.853759	0.099950	0.873144	1.020021	1.020527	0.229670	0.199700	0.199700	0.873084	
0.348952	0.902905	0.149850	0.952241	0.050000	0.050000	0.279441	0.249500	0.249500	0.922211	
0.398603	0.952002	0.199700	1.001289	0.129920	0.099950	0.329161	0.299251	0.299251	0.971289	
0.448204	1.001050	0.309440	0.050000	0.179790	0.149850	0.378832	0.348952	0.348952	1.020318	
0.527726	0.050000	0.359131	0.099950	0.229610	0.199700	0.428453	0.398603	0.428573	0.050000	
0.577198	0.099950	0.408772	0.149850	0.279381	0.249500	0.478025	0.448204	0.478144	0.099950	
0.626621	0.149850	0.458363	0.199700	0.329101	0.299251	0.527547	0.497756	0.527666	0.149850	
0.675994	0.199700	0.507905	0.249500	0.378772	0.348952	0.577019	0.547258	0.577138	0.199700	
0.725318	0.249500	0.557397	0.299251	0.428393	0.398603	0.626442	0.596711	0.626561	0.249500	
0.774593	0.299251	0.606839	0.348952	0.477965	0.448204	0.675816	0.646114	0.675935	0.299251	
0.823819	0.348952	0.656233	0.398603	0.527487	0.497756	0.725140	0.695468	0.725259	0.348952	
0.872995	0.398603	0.705576	0.448204	0.576960	0.547258	0.774415	0.744773	0.774534	0.398603	
0.922122	0.448204	0.754871	0.497756	0.626383	0.596711	0.823640	0.794028	0.823759	0.448204	
0.971200	0.497756	0.804116	0.547258	0.675756	0.646114	0.872817	0.843234	0.872935	0.497756	
1.020228	0.577228	0.853312	0.596711	0.725080	0.695468	0.921944	0.892391	0.922062	0.547258	
0.050000	0.626651	0.902459	0.646114	0.774355	0.744773	0.971022	0.941498	0.971140	0.596711	
0.099950	0.676024	0.951556	0.695468	0.823581	0.794028	1.020051	1.020527	1.049000	0.676084	
0.149850	0.725348	1.000605	0.774743	0.872757	0.873204	0.050000	0.050000	0.050000	0.725408	
0.199700	0.804593	0.050000	0.823968	0.921885	0.922331	0.099950	0.099950	0.099950	0.774683	
0.249500	0.853788	0.099950	0.873144	0.970963	0.971408	0.149850	0.149850	0.149850	0.823908	
0.299251	0.902935	0.149850	0.922271	1.019992	1.049000	0.229670	0.199700	0.199700	0.873084	
0.348952	0.952032	0.199700	1.001319	0.079970	0.050000	0.279441	0.249500	0.249500	0.922211	
0.398603	1.001080	0.309440	0.050000	0.129890	0.099950	0.329161	0.299251	0.299251	0.971289	
0.478174	0.050000	0.359131	0.099950	0.179760	0.149850	0.378832	0.348952	0.348952	1.020318	
0.527696	0.099950	0.408772	0.149850	0.229580	0.199700	0.428453	0.398603	0.428573	0.050000	
0.577168	0.149850	0.458363	0.199700	0.279351	0.249500	0.478025	0.448204	0.478144	0.099950	
0.626591	0.199700	0.507905	0.249500	0.329071	0.299251	0.527547	0.497756	0.527666	0.149850	
0.675965	0.249500	0.557397	0.299251	0.378742	0.348952	0.577019	0.547258	0.577138	0.199700	
0.725289	0.299251	0.606839	0.348952	0.428364	0.398603	0.626442	0.596711	0.626561	0.249500	
0.774563	0.348952	0.656233	0.398603	0.477935	0.448204	0.675816	0.646114	0.675935	0.299251	
0.823789	0.398603	0.705576	0.448204	0.527457	0.497756	0.725140	0.695468	0.725259	0.348952	
0.872965	0.448204	0.754871	0.497756	0.576930	0.547258	0.774415	0.744773	0.774534	0.398603	
0.922092	0.497756	0.804116	0.547258	0.626353	0.596711	0.823640	0.794028	0.823759	0.448204	
0.971170	0.547258	0.853312	0.596711	0.675727	0.646114	0.872817	0.843234	0.872935	0.497756	
1.020199	0.626681	0.902459	0.646114	0.725051	0.695468	0.921944	0.892391	0.922062	0.547258	
0.050000	0.676054	0.951556	0.695468	0.774326	0.744773	0.971022	0.941498	0.971140	0.596711	
0.099950	0.725378	1.000605	0.774743	0.823551	0.794028	1.020051	1.020527	1.049000	0.676084	
0.149850	0.804623	0.050000	0.823968	0.872728	0.873204	0.050000	0.050000	0.050000	0.725408	
0.199700	0.853818	0.099950	0.873144	0.921855	0.922331	0.099950	0.099950	0.099950	0.774683	
0.249500	0.902964	0.149850	0.922271	0.970933	0.971408	0.149850	0.149850	0.149850	0.823908	
0.299251	0.952061	0.199700	0.971349	1.019962	1.049000	0.229670	0.199700	0.199700	0.873084	
0.348952	1.001109	0.279470	0.050000	0.050000	0.050000	0.279441	0.249500	0.249500	0.922211	
0.428573	0.050000	0.329191	0.099950	0.099950	0.099950	0.329161	0.299251	0.299251	0.971289	
0.478144	0.099950	0.378862	0.149850	0.149850	0.149850	0.378832	0.348952	0.348952	1.020318	
0.527666	0.149850	0.428483	0.199700	0.199700	0.199700	0.428453	0.398603	0.428573	0.050000	
0.577138	0.199700	0.478054	0.249500	0.249500	0.249500	0.478025	0.448204	0.478144	0.099950	
0.626561	0.249500	0.527576	0.299251	0.299251	0.299251	0.527547	0.497756	0.527666	0.149850	
0.675935	0.299251	0.577049	0.348952	0.348952	0.348952	0.577019	0.547258	0.577138	0.199700	
0.725259	0.348952	0.626472	0.398603	0.398603	0.398603	0.626442	0.596711	0.626561	0.249500	
0.774534	0.398603	0.675845	0.448204	0.448204	0.448204	0.675816	0.646114	0.675935	0.299251	
