     0		     1		     2		     3		     4		     5		     6		     7		     8		     9		    10		    11		    12		    13		    14		    15		    16		    17		    18		    19		    20		    21		    22		    23		    24		    25		    26		    27		    28		    29		
0.715736	0.510978	0.861194	0.590339	0.598631	0.878755	0.951134	1.004122	0.530674	0.148141	0.996683	0.986500	0.175245	0.326038	0.667290	0.942170	0.668053	1.015738	0.633540	0.368417	0.728754	0.667107	0.339788	0.715675	0.342258	0.893084	0.364941	0.857566	0.546741	0.346587	
0.765020	0.560467	0.910333	0.639748	0.648033	0.927876	1.030152	0.079970	0.580143	0.197993	1.045686	1.049000	0.255039	0.375712	0.716623	0.991228	0.777325	0.050000	0.682907	0.418048	0.807995	0.746410	0.389449	0.764959	0.391916	0.942191	0.414576	0.906709	0.596194	0.396241	
0.844225	0.639877	0.959422	0.689109	0.697385	1.006918	0.079970	0.129890	0.629563	0.247795	0.050000	0.050000	0.304784	0.425337	0.765906	1.049000	0.856517	0.099950	0.732224	0.467630	0.857187	0.795664	0.439059	0.814194	0.441524	1.021219	0.494131	0.955802	0.645598	0.445844	
0.893381	0.689237	1.008463	0.768389	0.776657	0.050000	0.129890	0.179760	0.678934	0.297547	0.099950	0.099950	0.384450	0.474911	0.845111	0.050000	0.905661	0.149850	0.781492	0.517162	0.906330	0.844868	0.488620	0.863380	0.521052	0.050000	0.543637	1.004846	0.724922	0.495399	
0.942487	0.768518	0.050000	0.817621	0.825881	0.099950	0.179760	0.229580	0.728255	0.347249	0.149850	0.149850	0.434065	0.524436	0.894265	0.099950	0.954755	0.229670	0.830710	0.566645	0.955424	0.894023	0.538131	0.912517	0.570531	0.099950	0.623064	0.050000	0.774197	0.544903	
0.991545	0.817749	0.099950	0.866803	0.875055	0.149850	0.229580	0.279351	0.777526	0.396902	0.199700	0.199700	0.483631	0.573912	0.943371	0.149850	1.003800	0.309411	0.879880	0.616079	1.004468	0.973099	0.587593	0.961604	0.619961	0.149850	0.702411	0.099950	0.823423	0.594358	
1.040553	0.896902	0.149850	0.915937	0.924180	0.199700	0.309321	0.329071	0.826749	0.446505	0.309440	0.249500	0.533147	0.623338	0.992428	0.229670	0.050000	0.359101	0.929000	0.665463	0.050000	1.022126	0.666976	1.010642	0.699311	0.199700	0.751708	0.149850	0.872600	0.643764	
0.050000	0.946005	0.199700	0.965021	0.973256	0.249500	0.359011	0.378742	0.875922	0.496059	0.359131	0.329221	0.582614	0.702685	1.041435	0.309411	0.099950	0.408742	0.978071	0.714797	0.129920	0.050000	0.746279	0.050000	0.778581	0.249500	0.800956	0.199700	0.921727	0.693120	
0.099950	0.995059	0.249500	1.014056	0.079970	0.299251	0.408652	0.428364	0.925046	0.545563	0.408772	0.378892	0.632032	0.811922	0.050000	0.359101	0.149850	0.458333	1.027093	0.794052	0.179790	0.099950	0.795532	0.099950	0.827803	0.299251	0.850156	0.249500	1.000775	0.772397	
0.149850	1.044064	0.359191	0.050000	0.129890	0.348952	0.458244	0.477935	1.004091	0.624987	0.458363	0.458483	0.681400	0.861110	0.099950	0.408742	0.199700	0.537845	0.079970	0.843258	0.229610	0.149850	0.844737	0.149850	0.876975	0.348952	0.899305	0.329221	0.050000	0.821625	
0.229670	0.050000	0.408832	0.099950	0.179760	0.398603	0.507786	0.557427	0.050000	0.674362	0.507905	0.508024	0.730718	0.910249	0.149850	0.458333	0.249500	0.587307	0.129890	0.892415	0.279381	0.199700	0.893892	0.199700	0.926098	0.398603	0.948406	0.378892	0.099950	0.870803	
0.279441	0.099950	0.458423	0.149850	0.229580	0.448204	0.557278	0.606870	0.099950	0.723688	0.557397	0.557516	0.779988	0.959339	0.199700	0.507875	0.299251	0.636720	0.179760	0.941523	0.329101	0.249500	0.942998	0.249500	0.975172	0.448204	0.997458	0.428513	0.149850	0.919932	
0.329161	0.149850	0.507965	0.199700	0.279351	0.497756	0.606721	0.656263	0.149850	0.772964	0.606839	0.606959	0.829208	1.008379	0.279470	0.557367	0.348952	0.686083	0.229580	0.990581	0.378772	0.299251	0.992055	0.329221	1.024197	0.527726	1.046460	0.508054	0.199700	0.969012	
0.378832	0.199700	0.557457	0.279470	0.329071	0.547258	0.656114	0.705607	0.199700	0.822191	0.656233	0.656352	0.908348	0.050000	0.359161	0.606810	0.428573	0.735397	0.279351	1.039591	0.428393	0.348952	1.041063	0.438832	0.050000	0.607168	0.050000	0.557546	0.249500	1.048013	
0.428453	0.249500	0.606899	0.329191	0.378742	0.596711	0.705458	0.754901	0.249500	0.901339	0.705576	0.705696	0.987410	0.099950	0.408802	0.656203	0.478144	0.784662	0.359041	0.050000	0.477965	0.428573	0.050000	0.488393	0.099950	0.656561	0.099950	0.606989	0.329221	0.050000	
0.478025	0.299251	0.656292	0.378862	0.428364	0.646114	0.754752	0.804146	0.299251	0.950438	0.754871	0.754990	1.036423	0.179820	0.458393	0.705547	0.527666	0.833877	0.408682	0.099950	0.527487	0.478144	0.129920	0.537905	0.149850	0.705905	0.149850	0.656382	0.378892	0.099950	
0.527547	0.348952	0.735606	0.428483	0.477935	0.695468	0.803997	0.853342	0.348952	0.999487	0.804116	0.834205	0.050000	0.229640	0.507935	0.754841	0.577138	0.883043	0.458274	0.149850	0.576960	0.527666	0.179790	0.587367	0.199700	0.755199	0.199700	0.705725	0.428513	0.149850	
0.577019	0.398603	0.784870	0.478054	0.527457	0.744773	0.853193	0.902489	0.398603	1.048488	0.853312	0.883371	0.099950	0.279411	0.557427	0.804086	0.626561	0.932160	0.507815	0.229670	0.626383	0.577138	0.229610	0.636779	0.249500	0.804443	0.249500	0.755020	0.478084	0.199700	
0.626442	0.448204	0.834085	0.527576	0.576930	0.794028	0.902340	0.951586	0.478174	0.050000	0.902459	0.932487	0.149850	0.329131	0.606869	0.853282	0.675935	0.981228	0.557308	0.279441	0.675756	0.626561	0.279381	0.686143	0.299251	0.853639	0.299251	0.804265	0.527606	0.249500	
0.675816	0.497756	0.883251	0.577049	0.626353	0.843234	0.951438	1.000635	0.557666	0.099950	0.951556	0.981555	0.199700	0.378802	0.656262	0.902429	0.725259	1.049000	0.636720	0.329161	0.725080	0.675935	0.329101	0.735456	0.348952	0.902785	0.348952	0.883430	0.577079	0.299251	
0.725140	0.547258	0.932368	0.626472	0.675727	0.892391	1.030456	0.079970	0.607108	0.149850	1.000605	1.049000	0.279470	0.428423	0.705606	0.951527	0.834474	0.050000	0.686084	0.378832	0.804325	0.755229	0.378772	0.784721	0.398603	0.951883	0.398603	0.932547	0.626502	0.348952	
0.804385	0.626681	0.981436	0.675845	0.725051	0.971468	0.050000	0.129890	0.656501	0.199700	0.050000	0.050000	0.329191	0.477995	0.754901	1.000575	0.913609	0.099950	0.735398	0.428453	0.853521	0.804474	0.428393	0.833936	0.448204	1.030901	0.478174	0.981614	0.675875	0.398603	
0.853580	0.676054	1.030454	0.755139	0.774326	0.050000	0.099950	0.179760	0.705845	0.249500	0.099950	0.099950	0.408832	0.527517	0.834116	0.050000	0.962695	0.149850	0.784662	0.478025	0.902668	0.853669	0.477965	0.883102	0.527726	0.050000	0.527696	1.030633	0.755169	0.448204	
0.902727	0.755348	0.050000	0.804384	0.823551	0.099950	0.149850	0.229580	0.755139	0.299251	0.149850	0.149850	0.458423	0.576989	0.883282	0.099950	1.011733	0.259640	0.833877	0.527547	0.951765	0.902815	0.527487	0.932219	0.577198	0.099950	0.637108	0.050000	0.804414	0.497756	
0.951824	0.804593	0.099950	0.853580	0.872728	0.149850	0.229670	0.279351	0.804384	0.348952	0.199700	0.199700	0.507965	0.626412	0.932398	0.179820	0.050000	0.309381	0.883044	0.577019	1.000813	0.981883	0.576960	0.981287	0.626621	0.149850	0.686471	0.099950	0.853610	0.547258	
1.000872	0.883758	0.149850	0.902726	0.921855	0.199700	0.279441	0.329071	0.853579	0.398603	0.309440	0.249500	0.557457	0.675786	0.981466	0.229640	0.099950	0.359071	0.932161	0.626442	0.050000	1.030901	0.656353	1.030306	0.705964	0.199700	0.735785	0.149850	0.902756	0.596711	
0.050000	0.932875	0.199700	0.951824	0.970933	0.249500	0.329161	0.378742	0.902726	0.448204	0.359131	0.329221	0.606899	0.755080	1.030484	0.309381	0.149850	0.408712	0.981228	0.675816	0.129920	0.050000	0.735666	0.050000	0.785228	0.249500	0.785049	0.199700	0.951853	0.646114	
0.099950	0.981942	0.249500	1.000872	0.079970	0.299251	0.378832	0.428364	0.951823	0.497756	0.408772	0.378892	0.656292	0.864265	0.050000	0.359071	0.199700	0.458303	1.030247	0.755110	0.179790	0.099950	0.784931	0.099950	0.834443	0.299251	0.834264	0.249500	1.030871	0.725438	
0.149850	1.030960	0.359191	0.050000	0.129890	0.348952	0.428453	0.477935	1.030841	0.577228	0.458363	0.458483	0.705636	0.913401	0.099950	0.408712	0.249500	0.537815	0.079970	0.804355	0.229610	0.149850	0.834146	0.149850	0.883609	0.348952	0.883430	0.329221	0.050000	0.774713	
0.229670	0.050000	0.408832	0.099950	0.179760	0.398603	0.478025	0.557427	0.050000	0.626651	0.507905	0.508024	0.754930	0.962487	0.149850	0.458303	0.299251	0.587277	0.129890	0.853550	0.279381	0.199700	0.883312	0.199700	0.932725	0.398603	0.932546	0.378892	0.099950	0.823938	
0.279441	0.099950	0.458423	0.149850	0.229580	0.448204	0.527547	0.606870	0.099950	0.676024	0.557397	0.557516	0.804175	1.011525	0.229670	0.507845	0.348952	0.636690	0.179760	0.902697	0.329101	0.249500	0.932428	0.279470	0.981792	0.448204	0.981614	0.428513	0.149850	0.873114	
0.329161	0.149850	0.507965	0.229670	0.279351	0.497756	0.577019	0.656263	0.149850	0.725348	0.606839	0.606959	0.883341	0.050000	0.279441	0.557337	0.398603	0.686053	0.229580	0.951794	0.378772	0.299251	0.981496	0.329191	1.030811	0.527726	1.030632	0.508054	0.199700	0.922241	
0.378832	0.199700	0.557457	0.279441	0.329071	0.547258	0.626442	0.705607	0.199700	0.774623	0.656233	0.656352	0.932458	0.099950	0.359131	0.606780	0.478174	0.735367	0.279351	1.000842	0.428393	0.348952	1.030514	0.438802	0.050000	0.607168	0.050000	0.557546	0.249500	1.001289	
0.428453	0.249500	0.606899	0.329161	0.378742	0.596711	0.675816	0.754901	0.249500	0.853818	0.705576	0.705696	1.011495	0.179820	0.408772	0.656173	0.527696	0.784632	0.359041	0.050000	0.477965	0.428573	0.079970	0.488363	0.099950	0.656561	0.099950	0.606989	0.329221	0.050000	
