     0		     1		     2		     3		     4		     5		     6		     7		     8		     9		
0.189422	0.965768	0.499911	0.278203	0.383935	0.513296	0.982109	0.905066	0.932871	0.594607	
0.239232	1.014802	0.579381	0.357894	0.463521	0.592752	1.049000	1.014101	1.049000	0.763892	
0.408873	0.050000	0.718712	0.497447	0.602968	0.732069	0.050000	0.050000	0.050000	0.813128	
0.458464	0.099950	0.767993	0.546949	0.652365	0.781337	0.099950	0.099950	0.099950	0.862315	
0.508006	0.149850	0.817225	0.596402	0.701712	0.830556	0.149850	0.149850	0.149850	0.911453	
0.557498	0.199700	0.866408	0.645806	0.751010	0.879726	0.199700	0.199700	0.199700	0.960542	
0.606940	0.249500	0.915542	0.695160	0.800259	0.928846	0.249500	0.249500	0.249500	1.009581	
0.686303	0.329221	0.994596	0.774435	0.879429	1.007887	0.359191	0.359191	0.359191	0.079970	
0.765587	0.408862	0.050000	0.853630	0.958520	0.050000	0.408832	0.408832	0.408832	0.129890	
0.814821	0.458453	0.099950	0.902777	1.007561	0.129920	0.488393	0.488393	0.488393	0.209730	
0.893976	0.537964	0.179820	0.981844	0.050000	0.179790	0.537905	0.537905	0.537905	0.259520	
0.943082	0.587426	0.229640	1.030862	0.129920	0.259580	0.617337	0.617337	0.617337	0.339231	
1.022109	0.696779	0.339351	0.079970	0.209760	0.339291	0.696689	0.696689	0.696689	0.418862	
0.050000	0.746082	0.389011	0.129890	0.259550	0.388951	0.745993	0.745993	0.745993	0.468443	
0.099950	0.795336	0.438622	0.179760	0.309291	0.438562	0.795247	0.795247	0.795247	0.517974	
0.149850	0.844541	0.488184	0.229580	0.358981	0.488124	0.844451	0.844451	0.844451	0.567456	
0.199700	0.893696	0.537695	0.279351	0.408622	0.537636	0.893607	0.893607	0.893607	0.616889	
0.249500	0.942803	0.587158	0.329071	0.458214	0.587098	0.942713	0.942713	0.942713	0.666272	
0.299251	0.991860	0.636571	0.378742	0.507756	0.636511	0.991771	0.991771	0.991771	0.715606	
0.348952	1.040868	0.715904	0.458334	0.587218	0.715845	1.049000	1.049000	1.049000	0.884770	
0.518483	0.050000	0.855098	0.597785	0.726541	0.855039	0.050000	0.050000	0.050000	0.933885	
0.567964	0.099950	0.904243	0.647188	0.775814	0.904184	0.099950	0.099950	0.099950	0.982952	
0.617396	0.149850	0.953339	0.696540	0.825038	0.953279	0.149850	0.149850	0.149850	1.031969	
0.696749	0.229670	1.032355	0.805784	0.934153	1.049000	0.289610	0.289610	0.289610	0.109940	
0.805992	0.339381	0.050000	0.884948	1.013189	0.079970	0.369291	0.369291	0.369291	0.189800	
0.885156	0.419011	0.129920	0.964033	0.050000	0.129890	0.418921	0.418921	0.418921	0.239610	
0.934271	0.468592	0.179790	1.013069	0.129920	0.209730	0.498472	0.498472	0.498472	0.319341	
1.013307	0.578064	0.289550	0.079970	0.209760	0.289490	0.577944	0.577944	0.577944	0.398991	
0.050000	0.627485	0.339261	0.129890	0.259550	0.339201	0.627366	0.627366	0.627366	0.448592	
0.099950	0.676858	0.388921	0.179760	0.309291	0.388862	0.676739	0.676739	0.676739	0.498144	
0.149850	0.726181	0.438533	0.229580	0.358981	0.438473	0.726062	0.726062	0.726062	0.547646	
